,classifier,cohort_identifier,cv_index,encoded_features_size,encoded_image_size,encoded_image_size_height,encoded_image_size_width,modality,module,non_varying_features,raw_image_size,raw_image_size_height,raw_image_size_width,training_scores_mean_test_AUC,training_scores_mean_test_Accuracy,training_scores_mean_test_F1,training_scores_mean_train_AUC,training_scores_mean_train_Accuracy,training_scores_mean_train_F1,AUC,Accuracy,Brier_Loss,DP,F1,Log_Loss,P+,P-,Precision,Recall,Specificity,Youdens
111,RandomForest,ppp1_raw_image_2048x2048,0,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,447,,2048.0,2048.0,0.49997621414487387,0.5054773082942097,0.49549825671200315,1.0,1.0,1.0,0.45886834674196814,0.46715328467153283,0.26285364963503655,-0.1471048121849583,0.434108527131783,0.719766381968724,0.8615384615384616,1.125,0.4628099173553719,0.40875912408759124,0.5255474452554745,-0.06569343065693428
112,SVC,ppp1_raw_image_512x512,11,2048,,299.0,299.0,all_modalities,inception_v3_inaturalist,206725,,512.0,512.0,0.8538741963388374,0.7949921752738655,0.7876257066852441,0.9999329943807921,0.9968704006733531,0.9968794531245494,0.8007352549416591,0.718978102189781,0.18357034046196344,1.088298609947652,0.6907630522088354,0.5582998397357994,3.307692307692308,0.45945945945945943,0.7678571428571429,0.6277372262773723,0.8102189781021898,0.43795620437956206
113,LogisticRegression,ppp1_raw_image_2048x2048,0,4032,,331.0,331.0,all_modalities,nasnet_large,366623,,2048.0,2048.0,0.8600407476304367,0.7879499217527387,0.781926880789091,1.0,0.9993740213573333,0.9993769426868488,0.8318503916031755,0.7737226277372263,0.17010144734201185,1.374945525368882,0.7633587786259542,0.662243010224007,4.0,0.33035714285714285,0.8,0.7299270072992701,0.8175182481751825,0.5474452554744526
114,LogisticRegression,ppp1_raw_image_512x512,0,1024,,128.0,128.0,all_modalities,mobilenet_v1_100_128,91124,,512.0,512.0,0.7325310665139997,0.6651017214397497,0.6601832007271704,1.0,0.99953007518797,0.9995309568480301,0.7290212584580957,0.6715328467153284,0.21562207473774253,0.7960789514774864,0.6564885496183205,0.6379016813414028,2.2051282051282053,0.5204081632653061,0.688,0.6277372262773723,0.7153284671532847,0.34306569343065696
115,XGBoost,ppp1_raw_image_2048x2048,1,7168,,331.0,331.0,all_modalities,amoebanet_a_n18_f448,513411,,2048.0,2048.0,0.82022404635125,0.7496087636932708,0.7457409457298757,1.0,1.0,1.0,0.797112259576962,0.7299270072992701,0.2022608618608144,1.1137071452705039,0.7153846153846153,0.6654023422571651,3.1000000000000005,0.4112149532710281,0.7560975609756098,0.6788321167883211,0.781021897810219,0.45985401459854014
116,RandomForest,ppp1_raw_image_2048x2048,1,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,788,,2048.0,2048.0,0.514944625435664,0.5273865414710485,0.5260580806525227,1.0,1.0,1.0,0.5098300388939208,0.5328467153284672,0.25395760583941607,0.14511484628520738,0.5362318840579711,0.7012861218779634,1.1384615384615386,0.875,0.5323741007194245,0.5401459854014599,0.5255474452554745,0.06569343065693434
117,SVC,ppp1_raw_image_512x512,11,2048,,299.0,299.0,all_modalities,inception_v3_imagenet,206835,,512.0,512.0,0.83337297642521,0.755868544600939,0.7501175019741972,0.998480286012521,0.9870125595414426,0.986959273383496,0.8554531408173052,0.791970802919708,0.15570954335681012,1.5347779862535864,0.7764705882352941,0.4870825793079609,5.210526315789472,0.3220338983050848,0.8389830508474576,0.7226277372262774,0.8613138686131386,0.583941605839416
118,LogisticRegression,ppp1_cropped_image_512x243,2,1280,,96.0,96.0,ms1_only,mobilenet_v2_100_96,958,,512.0,243.0,0.5617896368036622,0.5352112676056338,0.5342403339637266,0.9998295481113266,0.9940529090079796,0.9940891120753462,0.4872928765517609,0.5291970802919708,0.3816729999826665,0.12926362207275363,0.5168539325842697,1.4532714845822554,1.1311475409836067,0.894736842105263,0.5307692307692308,0.5036496350364964,0.5547445255474452,0.058394160583941646
119,XGBoost,ppp1_raw_image_512x512,1,2048,,299.0,299.0,all_modalities,inception_v3_inaturalist,206725,,512.0,512.0,0.8153925103536819,0.7519561815336463,0.7445267544362686,1.0,1.0,1.0,0.7885875646012042,0.7116788321167883,0.20256216309188227,1.008987809671723,0.6973180076628352,0.6559854748186802,2.757575757575757,0.4423076923076924,0.7338709677419355,0.6642335766423357,0.7591240875912408,0.42335766423357657
120,XGBoost,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,ms1_only,resnet_v2_50,1146,,2048.0,2048.0,0.7939997309737766,0.7089201877934272,0.7042521712216905,1.0,1.0,1.0,0.7876818157600299,0.7153284671532847,0.20644379252820352,1.0477189213855802,0.6929133858267715,0.7141137399784961,3.03448275862069,0.45370370370370366,0.7521367521367521,0.6423357664233577,0.7883211678832117,0.43065693430656937
121,LogisticRegression,ppp1_cropped_image_2048x973,2,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,972,,2048.0,973.0,0.5850500159119169,0.5672926447574335,0.5640968293335198,0.9865201191765713,0.9403806773030138,0.9409650787182509,0.5207523043316106,0.5109489051094891,0.3431538485254281,0.048673034110127994,0.5314685314685315,1.1741372622340658,1.0410958904109588,0.9531250000000001,0.5100671140939598,0.5547445255474452,0.46715328467153283,0.021897810218978075
122,SVC,ppp1_raw_image_512x512,0,1536,,299.0,299.0,all_modalities,inception_resnet_v2,155107,,512.0,512.0,0.8379026781232467,0.7574334898278561,0.7498579360298067,1.0,0.9971833899946866,0.9971886612616773,0.8664819649421919,0.7846715328467153,0.1472656436072158,1.4512662551085682,0.7739463601532567,0.465687935236206,4.391304347826086,0.31578947368421056,0.8145161290322581,0.7372262773722628,0.8321167883211679,0.5693430656934306
123,XGBoost,ppp1_raw_image_2048x2048,1,1056,,224.0,224.0,all_modalities,nasnet_mobile,89248,,2048.0,2048.0,0.7783653157394557,0.7151799687010955,0.706817165407354,1.0,1.0,1.0,0.7890670786935905,0.7153284671532847,0.20103302069940648,1.0159953197799705,0.7153284671532847,0.6461538362187625,2.512820512820513,0.3979591836734694,0.7153284671532847,0.7153284671532847,0.7153284671532847,0.43065693430656937
124,SVC,ppp1_raw_image_512x512,6,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,851,,512.0,512.0,0.5649684659709167,0.5344287949921753,0.5385423201641063,0.9969920027450904,0.9860706527105757,0.9861698684554648,0.428206084501039,0.4562043795620438,0.265055872617365,-0.19604342486001236,0.4247104247104247,0.7656495944894822,0.8208955223880597,1.1714285714285713,0.45081967213114754,0.40145985401459855,0.5109489051094891,-0.08759124087591236
125,SVC,ppp1_raw_image_512x512,3,2048,,224.0,224.0,ms1_only,resnet_v2_152,1570,,512.0,512.0,0.8011663817832065,0.7378716744913928,0.7401637172596798,0.9304202347038041,0.8707333530825188,0.8700053132681083,0.7824071607437796,0.708029197080292,0.18975030886617844,0.9770551210070942,0.7058823529411764,0.563397941336215,2.4615384615384617,0.4183673469387755,0.7111111111111111,0.7007299270072993,0.7153284671532847,0.416058394160584
126,SVC,ppp1_raw_image_2048x2048,11,1280,,128.0,128.0,all_modalities,mobilenet_v2_035_128,91118,,2048.0,2048.0,0.6824760583065126,0.6267605633802817,0.6297692813294203,1.0,0.9974957915426464,0.9975118446870036,0.6586658852362939,0.6386861313868614,0.2323839730255145,0.6300272333601851,0.6292134831460674,0.6583479062889295,1.826086956521739,0.5824175824175825,0.6461538461538462,0.6131386861313869,0.6642335766423357,0.2773722627737226
127,RandomForest,ppp1_cropped_image_512x243,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,885,,512.0,243.0,0.7563140509334445,0.6807511737089202,0.6719845673436246,1.0,1.0,1.0,0.7458575310352177,0.6861313868613139,0.20425510948905112,0.8661751305798002,0.6766917293233082,0.594248038105973,2.307692307692308,0.4795918367346939,0.6976744186046512,0.656934306569343,0.7153284671532847,0.3722627737226277
128,XGBoost,proteomics,1,265,,,,all_modalities,proteins,265,,,,0.9337684231016974,0.8857589984350548,0.8807756123180605,1.0,1.0,1.0,0.9507166071713997,0.9014598540145985,0.0852546028931309,2.4787087705748134,0.8988764044943821,0.3092599439331948,11.999999999999996,0.1338582677165354,0.9230769230769231,0.8759124087591241,0.927007299270073,0.8029197080291971
129,XGBoost,ppp1_cropped_image_512x243,0,2048,,224.0,224.0,ms1_only,resnet_v2_101,885,,512.0,243.0,0.7714553881250075,0.7003129890453834,0.6909267835498077,0.9999400566245166,0.9973403254853833,0.9973578012901939,0.7607757472427941,0.7007299270072993,0.19874331998187592,0.9448783157648064,0.6893939393939394,0.5810933483893691,2.5277777777777777,0.4554455445544555,0.7165354330708661,0.6642335766423357,0.7372262773722628,0.4014598540145985
130,SVC,ppp1_raw_image_2048x2048,0,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1699,,2048.0,2048.0,0.6609165045400911,0.6251956181533647,0.6142581485444285,0.9584127978579297,0.8970212233209666,0.8961931143606753,0.5126804837764399,0.5109489051094891,0.2587628490728843,0.048309606985135055,0.5073529411764705,0.7109296229287748,1.0454545454545456,0.9577464788732393,0.5111111111111111,0.5036496350364964,0.5182481751824818,0.021897810218978186
131,XGBoost,ppp1_cropped_image_2048x973,0,2048,,224.0,224.0,ms1_only,resnet_v2_101,897,,2048.0,973.0,0.7556405284724887,0.6838810641627543,0.673965317292357,0.9999929465456266,0.9978096625240398,0.9978122855518655,0.7729767169268474,0.6934306569343066,0.19440384140699574,0.9040425489002522,0.6842105263157895,0.5697811974321295,2.3947368421052633,0.4646464646464647,0.7054263565891473,0.6642335766423357,0.7226277372262774,0.3868613138686131
132,RandomForest,ppp1_cropped_image_2048x973,1,1024,,224.0,224.0,ms1_only,inception_v1,930,,2048.0,973.0,0.6526801737515707,0.6150234741784038,0.6064273343704656,1.0,1.0,1.0,0.6509403804145133,0.6167883211678832,0.23300880291970805,0.5248278513990906,0.618181818181818,0.6581054852480627,1.6037735849056605,0.619047619047619,0.6159420289855072,0.6204379562043796,0.6131386861313869,0.23357664233576647
133,SVC,ppp1_raw_image_2048x2048,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1074,,2048.0,2048.0,0.6416094985941739,0.6056338028169014,0.6157337652875585,0.9148636323365156,0.8361496494519601,0.8371428733113088,0.6565613511641537,0.6204379562043796,0.23437428850188197,0.5430052506469953,0.6285714285714286,0.6613318499403741,1.6,0.5975609756097561,0.6153846153846154,0.6423357664233577,0.5985401459854015,0.24087591240875916
134,SVC,ppp1_raw_image_512x512,11,4320,,331.0,331.0,ms1_only,pnasnet_large,4050,,512.0,512.0,0.7628175685059968,0.6995305164319249,0.6860183387251477,0.8934637901581065,0.8175275195493423,0.8122331760829828,0.759790079386222,0.7043795620437956,0.19896764564703523,0.9658415899612119,0.6920152091254753,0.5848120911840748,2.5999999999999996,0.4509803921568628,0.7222222222222222,0.6642335766423357,0.7445255474452555,0.4087591240875912
135,LogisticRegression,ppp1_cropped_image_2048x973,1,2048,,224.0,224.0,ms1_only,resnet_v2_50,1026,,2048.0,973.0,0.8035386790812428,0.7363067292644757,0.7261369613305427,0.9518320831360123,0.8741727089769452,0.8716676673909854,0.7687143694389685,0.7116788321167883,0.19783072097632015,0.9969734529790164,0.7084870848708488,0.5889243717939308,2.5263157894736845,0.4141414141414141,0.7164179104477612,0.7007299270072993,0.7226277372262774,0.4233576642335767
136,LogisticRegression,ppp1_raw_image_2048x2048,1,512,,224.0,224.0,ms1_only,mobilenet_v1_050_224,491,,2048.0,2048.0,0.6551122090880558,0.5993740219092332,0.6062912042874072,0.9583255591521579,0.8907658451945998,0.8896208444586904,0.5599659012200969,0.5364963503649635,0.2899386098965583,0.16133679577905577,0.5313653136531366,0.8279114099242423,1.1612903225806452,0.8666666666666666,0.5373134328358209,0.5255474452554745,0.5474452554744526,0.07299270072992703
137,RandomForest,ppp1_cropped_image_512x243,1,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2042,,512.0,243.0,0.7299047800273182,0.6580594679186228,0.6574317409532349,1.0,1.0,1.0,0.7013159997868826,0.635036496350365,0.21923499270072994,0.6144627522135268,0.6212121212121212,0.6286971808099109,1.8222222222222222,0.5978260869565217,0.6456692913385826,0.5985401459854015,0.6715328467153284,0.27007299270072993
138,SVC,ppp1_raw_image_2048x2048,0,1056,,224.0,224.0,all_modalities,nasnet_mobile,89248,,2048.0,2048.0,0.8058997669532999,0.7472613458528952,0.7426901835432754,1.0,0.9974957915426464,0.9975118446870036,0.7792636794714689,0.7445255474452555,0.18960763886838417,1.2128372993749592,0.7265625000000001,0.5958166448429778,3.5769230769230766,0.39639639639639646,0.7815126050420168,0.6788321167883211,0.8102189781021898,0.4890510948905109
139,RandomForest,ppp1_raw_image_512x512,1,512,,224.0,224.0,all_modalities,mobilenet_v1_050_224,50680,,512.0,512.0,0.6290023118757582,0.6064162754303599,0.6155331997686968,1.0,1.0,1.0,0.5863658159731473,0.5547445255474452,0.24385405839416058,0.2437549641213173,0.5704225352112676,0.6804773880502898,1.2272727272727275,0.788732394366197,0.5510204081632653,0.5912408759124088,0.5182481751824818,0.1094890510948906
140,RandomForest,ppp1_raw_image_2048x2048,0,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,847,,2048.0,2048.0,0.5081510297908266,0.5015649452269171,0.4950928807320562,1.0,1.0,1.0,0.4877723906441472,0.49635036496350365,0.26024744525547444,-0.016100911607480874,0.5,0.7149594361656199,0.9857142857142858,1.0149253731343282,0.49640287769784175,0.5036496350364964,0.48905109489051096,-0.007299270072992692
141,SVC,ppp1_raw_image_2048x2048,11,1024,,224.0,224.0,all_modalities,mobilenet_v1_100_224,99559,,2048.0,2048.0,0.7341886945557186,0.6830985915492958,0.6852214571858722,1.0,0.9978090747506666,0.9978181315068223,0.7643987426074911,0.708029197080292,0.19927811279478747,0.9793513962721442,0.7142857142857143,0.5831209340338791,2.325581395348838,0.3936170212765957,0.6993006993006993,0.7299270072992701,0.6861313868613139,0.416058394160584
142,XGBoost,ppp1_raw_image_2048x2048,1,1280,,96.0,96.0,all_modalities,mobilenet_v2_100_96,107479,,2048.0,2048.0,0.6565434614051262,0.6095461658841941,0.620223142883087,1.0,1.0,1.0,0.6481432148755928,0.5985401459854015,0.26471757231488224,0.4412904732533212,0.6071428571428572,0.7689253698157513,1.4655172413793103,0.6582278481012658,0.5944055944055944,0.6204379562043796,0.5766423357664233,0.1970802919708029
143,LogisticRegression,ppp1_raw_image_2048x2048,1,512,,224.0,224.0,all_modalities,mobilenet_v1_050_224,50830,,2048.0,2048.0,0.7344216318955742,0.676056338028169,0.6685425261801313,1.0,1.0,1.0,0.7556076509137407,0.6897810218978102,0.21048201507268774,0.8811900430720538,0.6909090909090908,0.6444635457356653,2.2093023255813957,0.4468085106382978,0.6884057971014492,0.6934306569343066,0.6861313868613139,0.37956204379562053
144,XGBoost,ppp1_raw_image_512x512,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,942,,512.0,512.0,0.7484569268237735,0.6768388106416275,0.6698380952840625,1.0,1.0,1.0,0.734615589535937,0.6751824817518248,0.2411311606545175,0.8133705275556914,0.6615969581749049,0.7947046254089367,2.230769230769231,0.5102040816326531,0.6904761904761905,0.635036496350365,0.7153284671532847,0.35036496350364965
145,SVC,proteomics,3,1207,,,,all_modalities,peptides4,1207,,,,0.9556451216031339,0.9154929577464789,0.9131913925263639,0.998218086480888,0.9816902716453422,0.9815860415189906,0.9440566892215888,0.8941605839416058,0.08860510780219952,2.437561416664077,0.8897338403041825,0.29742014135872935,12.999999999999993,0.15625000000000006,0.9285714285714286,0.8540145985401459,0.9343065693430657,0.7883211678832116
146,XGBoost,ppp1_cropped_image_2048x973,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1066,,2048.0,973.0,0.6388842410781171,0.6025039123630673,0.6036753887171686,1.0,1.0,1.0,0.6095156907666898,0.583941605839416,0.30225556718470253,0.3741083265304485,0.5899280575539568,0.9523805311182514,1.3898305084745763,0.7051282051282051,0.5815602836879432,0.5985401459854015,0.5693430656934306,0.16788321167883213
147,XGBoost,ppp1_cropped_image_512x243,1,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,836,,512.0,243.0,0.5677369207870877,0.5508607198748043,0.5687998640791785,1.0,1.0,1.0,0.5351377271032021,0.5255474452554745,0.3315677091867616,0.11338532862482205,0.5075757575757576,1.0271701078715796,1.1166666666666667,0.9090909090909092,0.5275590551181102,0.48905109489051096,0.5620437956204379,0.0510948905109489
148,LogisticRegression,ppp1_raw_image_2048x2048,0,1792,,224.0,224.0,all_modalities,mobilenet_v2_140_224,169021,,2048.0,2048.0,0.7705777720910446,0.6995305164319249,0.6966362742568142,1.0,1.0,1.0,0.752037934892642,0.6715328467153284,0.2105917320555129,0.7887465380531532,0.6691176470588235,0.6445548482881878,2.068181818181818,0.49462365591397855,0.674074074074074,0.6642335766423357,0.6788321167883211,0.34306569343065685
149,RandomForest,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,943,,2048.0,2048.0,0.7339291006540836,0.6690140845070423,0.6574223985379837,1.0,1.0,1.0,0.7521977729234376,0.6970802919708029,0.20517348905109487,0.9206176409047938,0.7025089605734767,0.5974260539620843,2.227272727272727,0.41935483870967744,0.6901408450704225,0.7153284671532847,0.6788321167883211,0.3941605839416058
150,SVC,ppp1_raw_image_2048x2048,11,1024,,224.0,224.0,ms1_only,inception_v1,934,,2048.0,2048.0,0.7618062595621873,0.6901408450704225,0.6856001027848421,0.9231989344845274,0.8399084601748273,0.8356862816564167,0.7017422345356705,0.6423357664233577,0.22037855354699637,0.646258762277316,0.6370370370370371,0.637729098670334,1.8297872340425532,0.5666666666666667,0.6466165413533834,0.6277372262773723,0.656934306569343,0.2846715328467153
151,LogisticRegression,ppp1_raw_image_512x512,1,1280,,96.0,96.0,all_modalities,mobilenet_v2_075_96,92169,,512.0,512.0,0.7435510258538576,0.6682316118935837,0.6667737587244323,1.0,1.0,1.0,0.7325909744791943,0.6751824817518248,0.23308852780043385,0.8111966900915893,0.6641509433962264,1.0445579686212723,2.2,0.5051546391752577,0.6875,0.6423357664233577,0.708029197080292,0.35036496350364965
152,LogisticRegression,ppp1_cropped_image_512x243,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,885,,512.0,243.0,0.7724248667718713,0.7073552425665102,0.7061441367384761,0.9053579050194579,0.8303630205908767,0.8270133854308369,0.7797431935638554,0.7153284671532847,0.1916196762101191,1.0159953197799705,0.7153284671532847,0.5626510965520887,2.512820512820513,0.3979591836734694,0.7153284671532847,0.7153284671532847,0.7153284671532847,0.43065693430656937
153,SVC,ppp1_cropped_image_512x243,0,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,251,,512.0,243.0,0.6419523429887501,0.6158059467918623,0.626729913381439,0.7873152785995821,0.7195595108785096,0.7256557613183997,0.6598113911236614,0.6240875912408759,0.23299207279232684,0.5598045173141803,0.6308243727598566,0.6585313969050098,1.6296296296296298,0.5903614457831325,0.6197183098591549,0.6423357664233577,0.6058394160583942,0.24817518248175185
154,SVC,ppp1_cropped_image_2048x973,11,4320,,331.0,331.0,ms1_only,pnasnet_large,4143,,2048.0,973.0,0.7381283976863745,0.6713615023474179,0.6599398727266454,0.8888534985661053,0.8043828497134017,0.7968253856196504,0.7093878203420534,0.6532846715328468,0.2170646020136671,0.7021185637161146,0.6415094339622641,0.6245739139562213,1.976744186046512,0.553191489361702,0.6640625,0.6204379562043796,0.6861313868613139,0.3065693430656935
155,XGBoost,ppp1_raw_image_2048x2048,1,4032,,331.0,331.0,ms1_only,nasnet_large,3669,,2048.0,2048.0,0.7432027134466086,0.6580594679186228,0.6535796527672957,1.0,1.0,1.0,0.7344557515051414,0.6532846715328468,0.25030258328027705,0.7007012726023096,0.644194756554307,0.8303452222484419,1.9545454545454544,0.5483870967741936,0.6615384615384615,0.6277372262773723,0.6788321167883211,0.3065693430656934
156,RandomForest,ppp1_raw_image_512x512,1,1536,,299.0,299.0,all_modalities,inception_resnet_v2,155107,,512.0,512.0,0.7622785591567887,0.6979655712050078,0.6835378772819802,1.0,1.0,1.0,0.778384570302094,0.718978102189781,0.19530128467153285,1.0653167015403577,0.6980392156862745,0.5747485595444584,3.06896551724138,0.4444444444444444,0.7542372881355932,0.6496350364963503,0.7883211678832117,0.43795620437956206
157,SVC,ppp1_cropped_image_512x243,3,1280,,96.0,96.0,ms1_only,mobilenet_v2_100_96,958,,512.0,243.0,0.5625939814678114,0.5469483568075117,0.5509347463558407,0.9776282181770114,0.9359938307306729,0.9367709824472569,0.49858809739464005,0.5036496350364964,0.2560128792263676,0.016097479918697,0.5036496350364964,0.7059608663170678,1.0147058823529413,0.9855072463768114,0.5036496350364964,0.5036496350364964,0.5036496350364964,0.007299270072992803
158,LogisticRegression,ppp1_cropped_image_2048x973,0,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,247,,2048.0,973.0,0.63422658788354,0.5845070422535211,0.5840745320112529,0.7630394947740277,0.688890671801455,0.6865725615852288,0.711758751132186,0.6715328467153284,0.22184313745021997,0.7918696353372625,0.6616541353383458,0.6347035646097724,2.1463414634146343,0.5104166666666666,0.6821705426356589,0.6423357664233577,0.7007299270072993,0.34306569343065696
159,LogisticRegression,ppp1_raw_image_2048x2048,0,1280,,224.0,224.0,all_modalities,mobilenet_v2_035_224,110776,,2048.0,2048.0,0.7623875093092917,0.6901408450704225,0.6838769038604268,1.0,0.9987483366013534,0.9987544698511458,0.7672758271618093,0.7153284671532847,0.19994075274343068,1.0271309284200634,0.7022900763358779,0.5942874164104512,2.787878787878787,0.43269230769230776,0.736,0.6715328467153284,0.7591240875912408,0.43065693430656926
160,SVC,ppp1_raw_image_512x512,11,1056,,224.0,224.0,all_modalities,nasnet_mobile,88492,,512.0,512.0,0.8248590072932352,0.7519561815336463,0.7475804962629188,0.9928544595937704,0.9608760409466442,0.9602015562428262,0.796792583515371,0.708029197080292,0.18468457651055112,0.9793513962721442,0.7014925373134329,0.5434664499949485,2.540540540540541,0.42999999999999994,0.7175572519083969,0.6861313868613139,0.7299270072992701,0.416058394160584
161,XGBoost,ppp1_raw_image_2048x2048,1,1280,,128.0,128.0,all_modalities,mobilenet_v2_050_128,91059,,2048.0,2048.0,0.6567862411677924,0.6220657276995305,0.631268534626419,1.0,1.0,1.0,0.5941179604667269,0.572992700729927,0.28800943286908137,0.3242785482796775,0.5714285714285714,0.8290055363530796,1.3448275862068964,0.7468354430379748,0.5735294117647058,0.5693430656934306,0.5766423357664233,0.14598540145985395
162,LogisticRegression,ppp1_raw_image_2048x2048,1,1024,,128.0,128.0,ms1_only,mobilenet_v1_100_128,858,,2048.0,2048.0,0.6340666485128645,0.581377151799687,0.5772901455926424,0.9724873617918464,0.9078212651704308,0.9077083832608972,0.5877244392349086,0.5875912408759124,0.2724724225560124,0.3921420571906554,0.6007067137809188,0.7771667676329957,1.3934426229508197,0.6842105263157895,0.5821917808219178,0.6204379562043796,0.5547445255474452,0.17518248175182483
163,LogisticRegression,ppp1_cropped_image_512x243,0,1024,,224.0,224.0,ms1_only,inception_v2,1024,,512.0,243.0,0.7060196804712114,0.6596244131455399,0.6563243302995793,0.8466377215751502,0.7710516911415498,0.7708423629303033,0.7365336459054824,0.6897810218978102,0.2064794230024608,0.8841242169283301,0.6816479400749063,0.5990649656752093,2.3333333333333335,0.46938775510204084,0.7,0.6642335766423357,0.7153284671532847,0.3795620437956204
164,SVC,ppp1_raw_image_2048x2048,3,2048,,224.0,224.0,ms1_only,resnet_v2_152,1562,,2048.0,2048.0,0.7773474451804391,0.7003129890453834,0.6958018963961197,0.9365874456070998,0.8694849224374256,0.8678246290142853,0.7556875699291384,0.708029197080292,0.20087325738652417,0.9779146462950971,0.7037037037037037,0.5877486060041811,2.5,0.4242424242424242,0.7142857142857143,0.6934306569343066,0.7226277372262774,0.416058394160584
165,XGBoost,ppp1_raw_image_512x512,1,1024,,128.0,128.0,all_modalities,mobilenet_v1_100_128,91124,,512.0,512.0,0.679762830418336,0.634585289514867,0.643895412475952,1.0,1.0,1.0,0.6453194096648729,0.5912408759124088,0.2654426302238543,0.4070799910015672,0.5942028985507246,0.7805152751104294,1.4385964912280702,0.6875,0.5899280575539568,0.5985401459854015,0.583941605839416,0.18248175182481752
166,XGBoost,proteomics,1,1207,,,,all_modalities,peptides4,1207,,,,0.9395021811902552,0.8748043818466353,0.8691991127757346,1.0,1.0,1.0,0.9586552293675742,0.8905109489051095,0.08559843342843346,2.375148949579193,0.8863636363636365,0.3007615704051523,11.699999999999996,0.15748031496062997,0.9212598425196851,0.8540145985401459,0.927007299270073,0.7810218978102189
167,LogisticRegression,ppp1_cropped_image_512x243,0,4320,,331.0,331.0,ms1_only,pnasnet_large,4052,,512.0,243.0,0.7278540018744348,0.6744913928012519,0.6666700455667521,0.8954319983715089,0.818156437058876,0.8134458188074265,0.7287548617401034,0.6897810218978102,0.21042810109047197,0.8841242169283301,0.6816479400749063,0.6084773229701752,2.3333333333333335,0.46938775510204084,0.7,0.6642335766423357,0.7153284671532847,0.3795620437956204
168,RandomForest,ppp1_raw_image_2048x2048,1,2048,,299.0,299.0,all_modalities,inception_v3_imagenet,206841,,2048.0,2048.0,0.774834073155448,0.704225352112676,0.688359633033977,1.0,1.0,1.0,0.7702061910597261,0.6897810218978102,0.20230182481751827,0.8860934625517223,0.679245283018868,0.5924805737048345,2.3684210526315788,0.47474747474747475,0.703125,0.656934306569343,0.7226277372262774,0.3795620437956204
169,XGBoost,ppp1_raw_image_512x512,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1056,,512.0,512.0,0.6401746920688662,0.6056338028169014,0.6053455637813469,1.0,1.0,1.0,0.5565027438861954,0.5291970802919708,0.27549523480577315,0.12926362207275363,0.5168539325842697,0.7633540316953928,1.1311475409836067,0.894736842105263,0.5307692307692308,0.5036496350364964,0.5547445255474452,0.058394160583941646
170,RandomForest,ppp1_raw_image_2048x2048,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1229,,2048.0,2048.0,0.5982674328446024,0.5704225352112676,0.575698653393061,1.0,1.0,1.0,0.5564761042143961,0.5656934306569343,0.24932083211678832,0.29145023029525796,0.5641025641025642,0.6921347810898613,1.3050847457627117,0.7692307692307693,0.5661764705882353,0.5620437956204379,0.5693430656934306,0.13138686131386856
171,LogisticRegression,ppp1_cropped_image_512x243,1,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5391,,512.0,243.0,0.7520125020641749,0.6768388106416275,0.6756764687824157,0.9998706251443651,0.9949921708586662,0.995012635415324,0.7118120304757846,0.6861313868613139,0.2355639824330923,0.8820027358416158,0.6640625,0.7482823695137889,2.4999999999999996,0.5048543689320388,0.7142857142857143,0.6204379562043796,0.7518248175182481,0.3722627737226277
172,RandomForest,ppp1_raw_image_512x512,1,1024,,128.0,128.0,all_modalities,mobilenet_v1_100_128,91124,,512.0,512.0,0.654144234144677,0.6032863849765259,0.6116560952991401,1.0,1.0,1.0,0.6668176248068625,0.6058394160583942,0.23778385401459856,0.4757361658417771,0.6170212765957447,0.6682062841545241,1.4999999999999998,0.6329113924050633,0.6,0.635036496350365,0.5766423357664233,0.21167883211678828
173,RandomForest,ppp1_raw_image_2048x2048,1,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2044,,2048.0,2048.0,0.7100668300508853,0.6580594679186228,0.6433471398224643,1.0,1.0,1.0,0.698625392935159,0.6532846715328468,0.2192592700729927,0.7085775922982779,0.6332046332046332,0.628385039310312,2.0500000000000003,0.5670103092783504,0.6721311475409836,0.5985401459854015,0.708029197080292,0.3065693430656935
