,classifier,cohort_identifier,cv_index,encoded_features_size,encoded_image_size,encoded_image_size_height,encoded_image_size_width,modality,module,non_varying_features,raw_image_size,raw_image_size_height,raw_image_size_width,training_scores_mean_test_AUC,training_scores_mean_test_Accuracy,training_scores_mean_test_F1,training_scores_mean_train_AUC,training_scores_mean_train_Accuracy,training_scores_mean_train_F1,AUC,Accuracy,Brier_Loss,DP,F1,Log_Loss,P+,P-,Precision,Recall,Specificity,Youdens
559,SVC,ppp1_raw_image_2048x2048,11,512,,224.0,224.0,all_modalities,mobilenet_v1_050_224,50830,,2048.0,2048.0,0.7262392977321964,0.6737089201877934,0.6618243639693395,1.0,0.9974957915426464,0.9975025103644141,0.7579519420320743,0.708029197080292,0.20199055964729934,0.9767690317428718,0.708029197080292,0.5900581821029631,2.4250000000000003,0.41237113402061853,0.708029197080292,0.708029197080292,0.708029197080292,0.416058394160584
560,SVC,ppp1_raw_image_512x512,0,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5114,,512.0,512.0,0.7376258873217565,0.6838810641627543,0.6765162905075679,0.9740909481635706,0.9270720186958955,0.9248953087243895,0.7621610101763546,0.6934306569343066,0.19991717441588672,0.9125272071430206,0.676923076923077,0.587897523967892,2.5142857142857142,0.4803921568627451,0.7154471544715447,0.6423357664233577,0.7445255474452555,0.3868613138686131
561,SVC,ppp1_raw_image_2048x2048,11,1280,,128.0,128.0,ms1_only,mobilenet_v2_100_128,963,,2048.0,2048.0,0.5732612539902823,0.5453834115805947,0.5613386089739599,0.9394662350040485,0.8679155675304585,0.8683880629329841,0.4913421066652458,0.5036496350364964,0.25381499886650694,0.016100911607481085,0.5072463768115942,0.7009146489209357,1.0144927536231887,0.9852941176470588,0.5035971223021583,0.5109489051094891,0.49635036496350365,0.007299270072992803
562,SVC,ppp1_cropped_image_2048x973,8,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,882,,2048.0,973.0,0.5658665870524021,0.5453834115805947,0.5578955336926358,0.7204917132238601,0.6619683002064259,0.6702020129461309,0.6384996536842666,0.6313868613138686,0.24421395098966722,0.5943106306967714,0.6379928315412187,0.6815522544288938,1.679245283018868,0.5714285714285714,0.6267605633802817,0.6496350364963503,0.6131386861313869,0.26277372262773724
563,RandomForest,ppp1_raw_image_2048x2048,1,1056,,224.0,224.0,all_modalities,nasnet_mobile,89248,,2048.0,2048.0,0.7505247925162593,0.6870109546165885,0.6746563279962701,1.0,1.0,1.0,0.7375193137620543,0.6678832116788321,0.21283481751824818,0.7889448351533036,0.6431372549019608,0.6154157342189158,2.2777777777777777,0.5445544554455445,0.6949152542372882,0.5985401459854015,0.7372262773722628,0.33576642335766427
564,RandomForest,ppp1_raw_image_512x512,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1223,,512.0,512.0,0.5384023998014017,0.5344287949921753,0.5423367405096989,1.0,1.0,1.0,0.6100484842026745,0.5912408759124088,0.2422811678832117,0.41153773559478846,0.5692307692307693,0.6776008539005656,1.510204081632653,0.7159090909090909,0.6016260162601627,0.5401459854014599,0.6423357664233577,0.18248175182481752
565,SVC,ppp1_raw_image_512x512,11,256,,224.0,224.0,all_modalities,mobilenet_v1_025_224,25026,,512.0,512.0,0.690483416064365,0.6502347417840375,0.6504135892131667,0.9990695241199136,0.9968704006733531,0.9968771151901613,0.6847461239277534,0.6313868613138686,0.2230168169294841,0.5934541592532073,0.6327272727272728,0.6355369787535667,1.7058823529411766,0.5813953488372093,0.6304347826086957,0.635036496350365,0.6277372262773723,0.26277372262773724
566,RandomForest,ppp1_cropped_image_512x243,1,4032,,331.0,331.0,ms1_only,nasnet_large,3187,,512.0,243.0,0.737456242228587,0.672926447574335,0.6751896541319161,1.0,1.0,1.0,0.7059513026799509,0.6459854014598541,0.21899569343065692,0.6642078486258458,0.6523297491039426,0.6310270103277834,1.784313725490196,0.5348837209302326,0.6408450704225352,0.6642335766423357,0.6277372262773723,0.291970802919708
567,LogisticRegression,ppp1_cropped_image_512x243,0,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1688,,512.0,243.0,0.6578533238408634,0.6142410015649452,0.6133306429340609,0.9288704787137735,0.8543021484292344,0.8518613005334842,0.6117001438542276,0.5620437956204379,0.24653659474747897,0.27561247594936034,0.5714285714285715,0.6925884586709953,1.2698412698412698,0.7702702702702704,0.5594405594405595,0.583941605839416,0.5401459854014599,0.12408759124087587
568,LogisticRegression,ppp1_cropped_image_2048x973,2,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,842,,2048.0,973.0,0.5136618296626565,0.5007824726134585,0.5103594945521227,0.9886984719888651,0.9438188576506934,0.9442652816812321,0.56161756087165,0.5364963503649635,0.318825769839415,0.16445049509074977,0.5665529010238907,1.1369365658418604,1.1369863013698631,0.84375,0.532051282051282,0.6058394160583942,0.46715328467153283,0.07299270072992703
569,RandomForest,ppp1_cropped_image_2048x973,1,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,247,,2048.0,973.0,0.6253305413660627,0.5923317683881064,0.5877595003290408,1.0,1.0,1.0,0.7037668495924131,0.6313868613138686,0.22572080291970803,0.5995068955895337,0.6130268199233715,0.643220013980496,1.8181818181818177,0.6129032258064517,0.6451612903225806,0.583941605839416,0.6788321167883211,0.2627737226277371
570,SVC,ppp1_raw_image_2048x2048,0,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,984,,2048.0,2048.0,0.6056201327852198,0.5712050078247262,0.5691141130687348,0.9254172744503052,0.8442900167868076,0.8472485100666622,0.5972614417390378,0.5693430656934306,0.2438776893718843,0.3162603028081016,0.6013513513513513,0.6808369169175018,1.2714285714285714,0.7164179104477612,0.559748427672956,0.6496350364963503,0.48905109489051096,0.13868613138686126
571,RandomForest,ppp1_cropped_image_512x243,1,2048,,224.0,224.0,ms1_only,resnet_v2_50,1017,,512.0,243.0,0.7622601046140184,0.6823161189358372,0.6606581124856394,1.0,1.0,1.0,0.7638659491715062,0.7153284671532847,0.19734712408759125,1.0271309284200634,0.7022900763358779,0.5789301099761665,2.787878787878787,0.43269230769230776,0.736,0.6715328467153284,0.7591240875912408,0.43065693430656926
572,RandomForest,ppp1_cropped_image_2048x973,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_050_224,1221,,2048.0,973.0,0.5839577803805518,0.5610328638497653,0.5581004794797554,1.0,1.0,1.0,0.5419042037402099,0.5218978102189781,0.24934937226277376,0.0966914995701065,0.5270758122743683,0.6919522965150509,1.0895522388059702,0.9142857142857141,0.5214285714285715,0.5328467153284672,0.5109489051094891,0.04379562043795626
573,LogisticRegression,ppp1_cropped_image_512x243,0,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,477,,512.0,243.0,0.5567864052081727,0.5563380281690141,0.555803584077167,0.7928712296759436,0.7217513177879032,0.7227046158939952,0.5690233896318397,0.5437956204379562,0.24787381842132783,0.1941761171293931,0.5318352059925093,0.6894421927785714,1.2033898305084745,0.8461538461538461,0.5461538461538461,0.5182481751824818,0.5693430656934306,0.08759124087591241
574,RandomForest,ppp1_cropped_image_512x243,1,1280,,96.0,96.0,ms1_only,mobilenet_v2_100_96,958,,512.0,243.0,0.5417183393864233,0.5297339593114241,0.5309703066658499,1.0,1.0,1.0,0.4937130374553786,0.4854014598540146,0.25542221897810224,-0.06518968872897159,0.4555984555984555,0.7042698724946791,0.9365079365079365,1.054054054054054,0.48360655737704916,0.4306569343065693,0.5401459854014599,-0.029197080291970823
575,XGBoost,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,all_modalities,inception_v1,102616,,2048.0,2048.0,0.8051484620120755,0.7198748043818466,0.7131250471691667,1.0,1.0,1.0,0.7686078107517714,0.7153284671532847,0.21347240727544403,1.0271309284200634,0.7022900763358779,0.7123558325198034,2.787878787878787,0.43269230769230776,0.736,0.6715328467153284,0.7591240875912408,0.43065693430656926
576,XGBoost,ppp1_cropped_image_512x243,1,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1688,,512.0,243.0,0.6273590373673049,0.5923317683881064,0.5986405345047663,1.0,1.0,1.0,0.5714209600937716,0.5620437956204379,0.3175419667142384,0.2760359450988078,0.574468085106383,0.995737501771451,1.2656250000000002,0.7671232876712327,0.5586206896551724,0.5912408759124088,0.5328467153284672,0.12408759124087598
577,XGBoost,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,all_modalities,mobilenet_v1_100_224,99559,,2048.0,2048.0,0.6433343831917665,0.5907668231611893,0.598314417897011,1.0,1.0,1.0,0.6738238584900633,0.6313868613138686,0.2468635136565558,0.5943106306967714,0.6379928315412187,0.7225273679058156,1.679245283018868,0.5714285714285714,0.6267605633802817,0.6496350364963503,0.6131386861313869,0.26277372262773724
578,RandomForest,ppp1_cropped_image_512x243,1,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,946,,512.0,243.0,0.600390388764765,0.5735524256651017,0.5739579081751432,1.0,1.0,1.0,0.5169961106079173,0.5072992700729927,0.2532279270072993,0.032280980977490756,0.5195729537366549,0.6996713007719649,1.0281690140845072,0.9696969696969696,0.5069444444444444,0.5328467153284672,0.48175182481751827,0.014598540145985495
579,RandomForest,ppp1_raw_image_512x512,1,2048,,299.0,299.0,all_modalities,inception_v3_inaturalist,206725,,512.0,512.0,0.7869494121339575,0.7198748043818466,0.7017062577678381,1.0,1.0,1.0,0.7698065959827375,0.6970802919708029,0.20564436496350366,0.9487595273594958,0.6719367588932805,0.6002444110088203,2.7419354838709684,0.490566037735849,0.7327586206896551,0.6204379562043796,0.7737226277372263,0.3941605839416059
580,SVC,ppp1_raw_image_2048x2048,0,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,856,,2048.0,2048.0,0.5727959261118385,0.5586854460093896,0.539750486667009,0.837371649103785,0.7536765224505917,0.7466513777252115,0.5550642016090361,0.5474452554744526,0.2486512833480797,0.21453789016667796,0.5118110236220472,0.6904912472956989,1.25,0.8470588235294118,0.5555555555555556,0.4744525547445255,0.6204379562043796,0.0948905109489051
581,RandomForest,ppp1_raw_image_512x512,1,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,851,,512.0,512.0,0.5370396343430566,0.5140845070422535,0.5245679903711239,1.0,1.0,1.0,0.4434706164420054,0.4635036496350365,0.2645720145985402,-0.16445049509074977,0.4235294117647059,0.723333860539876,0.8437500000000001,1.1369863013698631,0.4576271186440678,0.39416058394160586,0.5328467153284672,-0.07299270072992697
582,XGBoost,ppp1_raw_image_512x512,1,1280,,96.0,96.0,all_modalities,mobilenet_v2_100_96,107482,,512.0,512.0,0.6444143156946182,0.5915492957746479,0.5980870701579858,1.0,1.0,1.0,0.6657253982630934,0.6496350364963503,0.2501559214865734,0.6823509673741861,0.657142857142857,0.7390174509950634,1.803921568627451,0.5232558139534884,0.6433566433566433,0.6715328467153284,0.6277372262773723,0.2992700729927007
583,SVC,ppp1_raw_image_512x512,11,1280,,224.0,224.0,all_modalities,mobilenet_v2_035_224,110417,,512.0,512.0,0.7787472564246416,0.7081377151799687,0.7009151339539841,0.9999988222269334,0.9968704006733531,0.9968794531245494,0.7674889445362033,0.6897810218978102,0.19618060680692914,0.8816774421319175,0.6863468634686347,0.5759993810163861,2.2682926829268295,0.45833333333333337,0.6940298507462687,0.6788321167883211,0.7007299270072993,0.3795620437956204
584,RandomForest,ppp1_cropped_image_512x243,1,256,,128.0,128.0,ms1_only,mobilenet_v1_025_128,246,,512.0,243.0,0.6038534178906814,0.5657276995305164,0.5524700046194005,1.0,1.0,1.0,0.610421439607864,0.5620437956204379,0.24167779562043798,0.27658236133741426,0.5774647887323943,0.6763592202564453,1.2615384615384617,0.7638888888888887,0.5578231292517006,0.5985401459854015,0.5255474452554745,0.12408759124087598
585,XGBoost,ppp1_raw_image_512x512,1,1024,,224.0,224.0,all_modalities,inception_v2,103418,,512.0,512.0,0.7703765492246906,0.6940532081377152,0.6817873140993235,1.0,1.0,1.0,0.8148010016516597,0.7664233576642335,0.17631867490238903,1.3425771123158174,0.751937984496124,0.57740260506961,4.041666666666667,0.35398230088495575,0.8016528925619835,0.708029197080292,0.8248175182481752,0.5328467153284672
586,SVC,ppp1_cropped_image_512x243,11,1024,,224.0,224.0,ms1_only,inception_v1,927,,512.0,243.0,0.700969423966737,0.6455399061032864,0.6416777570567862,0.9093049345878903,0.8281715075681699,0.8256652993950775,0.7520912142362406,0.6934306569343066,0.2029978356080852,0.9125272071430206,0.676923076923077,0.5928927452715654,2.5142857142857142,0.4803921568627451,0.7154471544715447,0.6423357664233577,0.7445255474452555,0.3868613138686131
587,XGBoost,ppp1_raw_image_2048x2048,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1074,,2048.0,2048.0,0.6050181045899592,0.5712050078247262,0.5698402718298292,1.0,1.0,1.0,0.537641856252331,0.5255474452554745,0.33737926781571465,0.11277856982114465,0.5255474452554745,1.025085920363454,1.1076923076923078,0.9027777777777777,0.5255474452554745,0.5255474452554745,0.5255474452554745,0.051094890510948954
588,XGBoost,ppp1_raw_image_512x512,1,1280,,224.0,224.0,all_modalities,mobilenet_v2_050_224,118715,,512.0,512.0,0.7421167661298171,0.676056338028169,0.6657450025598435,1.0,1.0,1.0,0.7362139698438915,0.6897810218978102,0.22573657524767682,0.8826541916581209,0.6840148698884759,0.7129511673494802,2.3,0.46391752577319595,0.696969696969697,0.6715328467153284,0.708029197080292,0.3795620437956204
589,RandomForest,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,all_modalities,inception_v2,103422,,2048.0,2048.0,0.748296987453098,0.676056338028169,0.6672213515206734,1.0,1.0,1.0,0.7340561564281529,0.6824817518248175,0.22411531386861314,0.8568330503139628,0.6640926640926641,0.6405170942182075,2.388888888888889,0.504950495049505,0.7049180327868853,0.6277372262773723,0.7372262773722628,0.36496350364963503
590,LogisticRegression,ppp1_raw_image_512x512,0,256,,224.0,224.0,all_modalities,mobilenet_v1_025_224,25026,,512.0,512.0,0.6948717696348133,0.6517996870109546,0.6549501638529713,1.0,0.9973400315986966,0.9973444245015526,0.6949757578986627,0.6678832116788321,0.22432290379624278,0.7707974517046233,0.6714801444043321,0.6419619169109146,1.9787234042553188,0.488888888888889,0.6642857142857143,0.6788321167883211,0.656934306569343,0.33576642335766416
591,SVC,ppp1_raw_image_2048x2048,11,1792,,224.0,224.0,all_modalities,mobilenet_v2_140_224,169021,,2048.0,2048.0,0.7642936585269832,0.702660406885759,0.6988190552415525,0.999689067910395,0.9974957915426464,0.9975025103644141,0.736933240982471,0.6751824817518248,0.20964541284899313,0.8068896568014934,0.6763636363636364,0.6173477101625147,2.0666666666666664,0.4782608695652175,0.6739130434782609,0.6788321167883211,0.6715328467153284,0.35036496350364954
592,SVC,ppp1_raw_image_512x512,11,7168,,331.0,331.0,all_modalities,amoebanet_a_n18_f448,594543,,512.0,512.0,0.8391805526848489,0.7715179968701096,0.7642245870306434,0.9997614130604836,0.994210138385363,0.9942103739150808,0.7780116148969044,0.7007299270072993,0.19552638093636535,0.938114922234218,0.7007299270072993,0.5922421616021202,2.3414634146341466,0.42708333333333326,0.7007299270072993,0.7007299270072993,0.7007299270072993,0.4014598540145986
593,LogisticRegression,ppp1_cropped_image_512x243,1,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,1002,,512.0,243.0,0.5840865520789931,0.554773082942097,0.5625327260149934,0.9928828448036127,0.9608739837398375,0.9608254997858151,0.5570888166657787,0.5401459854014599,0.2898862694245107,0.17841203813541945,0.5227272727272727,0.8306601403134377,1.1896551724137931,0.860759493670886,0.5433070866141733,0.5036496350364964,0.5766423357664233,0.08029197080291972
594,LogisticRegression,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,all_modalities,resnet_v2_152,163968,,2048.0,2048.0,0.8650122647524248,0.7965571205007824,0.7916155708905289,1.0,1.0,1.0,0.8434120091640471,0.7700729927007299,0.17565406001939898,1.380894628787086,0.7529411764705883,0.6536617241769611,4.363636363636363,0.3565217391304348,0.8135593220338984,0.7007299270072993,0.8394160583941606,0.5401459854014599
595,SVC,ppp1_cropped_image_512x243,11,2048,,224.0,224.0,ms1_only,resnet_v2_152,1586,,512.0,243.0,0.7782351770378463,0.7065727699530516,0.7035863593983185,0.8584681004559566,0.7866985122280372,0.7848095054732548,0.805423837178326,0.7262773722627737,0.18274927497277868,1.0780995487943033,0.7211895910780669,0.5436399854184386,2.7714285714285714,0.39215686274509803,0.7348484848484849,0.708029197080292,0.7445255474452555,0.45255474452554745
596,SVC,ppp1_raw_image_2048x2048,11,512,,224.0,224.0,ms1_only,mobilenet_v1_050_224,491,,2048.0,2048.0,0.6478394788327761,0.5907668231611893,0.5914920377166264,0.9524131427520725,0.8867002167708202,0.8851265622970296,0.5466993446640738,0.5328467153284672,0.2612747446183604,0.14558372015099993,0.518796992481203,0.7212344597736668,1.1500000000000001,0.8831168831168831,0.5348837209302325,0.5036496350364964,0.5620437956204379,0.06569343065693434
597,LogisticRegression,ppp1_raw_image_2048x2048,0,1280,,128.0,128.0,all_modalities,mobilenet_v2_100_128,102575,,2048.0,2048.0,0.7185149096301545,0.6674491392801252,0.672567856992389,1.0,0.9987483366013534,0.9987544698511458,0.7074964036443071,0.6751824817518248,0.22682753740550873,0.8081761251230044,0.6810035842293908,0.6605985088505266,2.021276595744681,0.4666666666666666,0.6690140845070423,0.6934306569343066,0.656934306569343,0.35036496350364965
598,SVC,ppp1_raw_image_512x512,0,2048,,224.0,224.0,ms1_only,resnet_v2_50,1145,,512.0,512.0,0.77733623575446,0.7104851330203443,0.703013350820744,0.8839693527627217,0.8098570770265248,0.8055879044240561,0.8028930683573978,0.7116788321167883,0.18254758069822746,0.9981586620664694,0.7063197026022304,0.5442060251328977,2.5675675675675675,0.41999999999999993,0.7196969696969697,0.6934306569343066,0.7299270072992701,0.4233576642335767
599,RandomForest,ppp1_raw_image_512x512,1,2048,,224.0,224.0,all_modalities,resnet_v2_152,164260,,512.0,512.0,0.7785080308702124,0.7112676056338029,0.7042674199101863,1.0,1.0,1.0,0.7726570408652564,0.6861313868613139,0.19651181021897812,0.863327136903794,0.6814814814814815,0.578121189393692,2.2439024390243905,0.46875000000000006,0.6917293233082706,0.6715328467153284,0.7007299270072993,0.3722627737226277
600,LogisticRegression,ppp1_raw_image_2048x2048,1,4032,,331.0,331.0,ms1_only,nasnet_large,3669,,2048.0,2048.0,0.7574512608690421,0.6987480438184663,0.6952885266519451,0.9456739340538491,0.8602477699878214,0.8584635889036089,0.7766529916351431,0.7408759124087592,0.1917414528184756,1.1701446253728045,0.7300380228136882,0.5775407102094062,3.2000000000000006,0.3831775700934579,0.7619047619047619,0.7007299270072993,0.781021897810219,0.4817518248175183
601,RandomForest,ppp1_raw_image_2048x2048,1,4320,,331.0,331.0,ms1_only,pnasnet_large,4066,,2048.0,2048.0,0.7195042098229567,0.6643192488262911,0.6519538753879609,1.0,1.0,1.0,0.7371729980286643,0.6678832116788321,0.20645163503649633,0.7789248349672356,0.6513409961685823,0.5965119674581917,2.1794871794871797,0.5306122448979591,0.6854838709677419,0.6204379562043796,0.7153284671532847,0.33576642335766427
